count,county,crime,division,year
1.0,Galway,Kidnapping and related offences,Galway Garda Division,2010
5.0,Galway,Kidnapping and related offences,Galway Garda Division,2011
3.0,Galway,Kidnapping and related offences,Galway Garda Division,2012
6.0,Galway,Kidnapping and related offences,Galway Garda Division,2013
6.0,Galway,Kidnapping and related offences,Galway Garda Division,2014
4.0,Galway,Kidnapping and related offences,Galway Garda Division,2015
3.0,Galway,Kidnapping and related offences,Galway Garda Division,2016
7.0,Galway,Kidnapping and related offences,Galway Garda Division,2017
6.0,Galway,Kidnapping and related offences,Galway Garda Division,2018
11.0,Galway,Kidnapping and related offences,Galway Garda Division,2019
5.0,Cork,Kidnapping and related offences,Cork City Garda Division,2003
2.0,Cork,Kidnapping and related offences,Cork City Garda Division,2004
3.0,Cork,Kidnapping and related offences,Cork City Garda Division,2005
3.0,Cork,Kidnapping and related offences,Cork City Garda Division,2006
3.0,Cork,Kidnapping and related offences,Cork City Garda Division,2007
4.0,Cork,Kidnapping and related offences,Cork City Garda Division,2008
4.0,Cork,Kidnapping and related offences,Cork City Garda Division,2009
1.0,Cork,Kidnapping and related offences,Cork City Garda Division,2010
4.0,Cork,Kidnapping and related offences,Cork City Garda Division,2011
1.0,Cork,Kidnapping and related offences,Cork City Garda Division,2012
7.0,Cork,Kidnapping and related offences,Cork City Garda Division,2013
5.0,Cork,Kidnapping and related offences,Cork City Garda Division,2014
6.0,Cork,Kidnapping and related offences,Cork City Garda Division,2015
7.0,Cork,Kidnapping and related offences,Cork City Garda Division,2016
5.0,Cork,Kidnapping and related offences,Cork City Garda Division,2017
2.0,Cork,Kidnapping and related offences,Cork City Garda Division,2018
7.0,Cork,Kidnapping and related offences,Cork City Garda Division,2019
7.0,Cork,Kidnapping and related offences,Cork North Garda Division,2003
0.0,Cork,Kidnapping and related offences,Cork North Garda Division,2004
0.0,Cork,Kidnapping and related offences,Cork North Garda Division,2005
3.0,Cork,Kidnapping and related offences,Cork North Garda Division,2006
3.0,Cork,Kidnapping and related offences,Cork North Garda Division,2007
1.0,Cork,Kidnapping and related offences,Cork North Garda Division,2008
7.0,Cork,Kidnapping and related offences,Cork North Garda Division,2009
1.0,Cork,Kidnapping and related offences,Cork North Garda Division,2010
3.0,Cork,Kidnapping and related offences,Cork North Garda Division,2011
0.0,Cork,Kidnapping and related offences,Cork North Garda Division,2012
1.0,Cork,Kidnapping and related offences,Cork North Garda Division,2013
5.0,Cork,Kidnapping and related offences,Cork North Garda Division,2014
2.0,Cork,Kidnapping and related offences,Cork North Garda Division,2015
1.0,Cork,Kidnapping and related offences,Cork North Garda Division,2016
1.0,Cork,Kidnapping and related offences,Cork North Garda Division,2017
4.0,Cork,Kidnapping and related offences,Cork North Garda Division,2018
6.0,Cork,Kidnapping and related offences,Cork North Garda Division,2019
0.0,Cork,Kidnapping and related offences,Cork West Garda Division,2003
0.0,Cork,Kidnapping and related offences,Cork West Garda Division,2004
0.0,Cork,Kidnapping and related offences,Cork West Garda Division,2005
2.0,Cork,Kidnapping and related offences,Cork West Garda Division,2006
1.0,Cork,Kidnapping and related offences,Cork West Garda Division,2007
1.0,Cork,Kidnapping and related offences,Cork West Garda Division,2008
1.0,Cork,Kidnapping and related offences,Cork West Garda Division,2009
3.0,Cork,Kidnapping and related offences,Cork West Garda Division,2010
0.0,Cork,Kidnapping and related offences,Cork West Garda Division,2011
0.0,Cork,Kidnapping and related offences,Cork West Garda Division,2012
4.0,Cork,Kidnapping and related offences,Cork West Garda Division,2013
1.0,Cork,Kidnapping and related offences,Cork West Garda Division,2014
1.0,Cork,Kidnapping and related offences,Cork West Garda Division,2015
3.0,Cork,Kidnapping and related offences,Cork West Garda Division,2016
5.0,Cork,Kidnapping and related offences,Cork West Garda Division,2017
1.0,Cork,Kidnapping and related offences,Cork West Garda Division,2018
3.0,Cork,Kidnapping and related offences,Cork West Garda Division,2019
0.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2003
3.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2004
0.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2005
0.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2006
1.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2007
0.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2008
1.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2009
5.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2010
3.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2011
1.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2012
4.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2013
0.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2014
3.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2015
3.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2016
8.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2017
4.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2018
4.0,Kerry,Kidnapping and related offences,Kerry Garda Division,2019
7.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2003
8.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2004
4.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2005
6.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2006
7.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2007
6.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2008
6.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2009
7.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2010
8.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2011
10.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2012
6.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2013
5.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2014
6.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2015
3.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2016
8.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2017
9.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2018
14.0,Limerick,Kidnapping and related offences,Limerick Garda Division,2019
1.0,Meath,Kidnapping and related offences,Meath  Garda Division,2003
0.0,Meath,Kidnapping and related offences,Meath  Garda Division,2004
1.0,Meath,Kidnapping and related offences,Meath  Garda Division,2005
2.0,Meath,Kidnapping and related offences,Meath  Garda Division,2006
2.0,Meath,Kidnapping and related offences,Meath  Garda Division,2007
5.0,Meath,Kidnapping and related offences,Meath  Garda Division,2008
2.0,Meath,Kidnapping and related offences,Meath  Garda Division,2009
4.0,Meath,Kidnapping and related offences,Meath  Garda Division,2010
1.0,Meath,Kidnapping and related offences,Meath  Garda Division,2011
2.0,Meath,Kidnapping and related offences,Meath  Garda Division,2012
1.0,Meath,Kidnapping and related offences,Meath  Garda Division,2013
3.0,Meath,Kidnapping and related offences,Meath  Garda Division,2014
1.0,Meath,Kidnapping and related offences,Meath  Garda Division,2015
5.0,Meath,Kidnapping and related offences,Meath  Garda Division,2016
0.0,Meath,Kidnapping and related offences,Meath  Garda Division,2017
4.0,Meath,Kidnapping and related offences,Meath  Garda Division,2018
7.0,Meath,Kidnapping and related offences,Meath  Garda Division,2019
3.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2003
2.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2004
1.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2005
4.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2006
2.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2007
1.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2008
2.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2009
2.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2010
2.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2011
4.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2012
3.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2013
2.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2014
3.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2015
2.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2016
1.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2017
1.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2018
1.0,Wicklow,Kidnapping and related offences,Wicklow  Garda Division,2019
1.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2003
3.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2004
4.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2005
3.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2006
3.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2007
0.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2008
2.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2009
5.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2010
0.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2011
0.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2012
1.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2013
0.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2014
5.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2015
2.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2016
1.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2017
6.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2018
10.0,Westmeath,Kidnapping and related offences,Westmeath  Garda Division,2019
3.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2003
0.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2004
1.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2005
3.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2006
3.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2007
3.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2008
11.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2009
6.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2010
7.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2011
5.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2012
2.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2013
3.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2014
3.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2015
6.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2016
2.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2017
5.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2018
7.0,Kildare,Kidnapping and related offences,Kildare  Garda Division,2019
4.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2003
0.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2004
3.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2005
1.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2006
4.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2007
2.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2008
3.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2009
4.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2010
3.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2011
8.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2012
3.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2013
3.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2014
2.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2015
7.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2016
6.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2017
3.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2018
7.0,Tipperary,Kidnapping and related offences,Tipperary Garda Division,2019
2.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2003
5.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2004
4.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2005
0.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2006
4.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2007
3.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2008
2.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2009
4.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2010
2.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2011
2.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2012
2.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2013
2.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2014
0.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2015
3.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2016
3.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2017
2.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2018
5.0,Wexford,Kidnapping and related offences,Wexford  Garda Division,2019
4.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2003
2.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2004
0.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2005
3.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2006
3.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2007
2.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2008
1.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2009
6.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2010
3.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2011
2.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2012
6.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2013
3.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2014
6.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2015
4.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2016
1.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2017
0.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2018
1.0,Waterford,Kidnapping and related offences,Waterford  Garda Division,2019
35.0,Dublin,Kidnapping and related offences,Dublin Region,2003
33.0,Dublin,Kidnapping and related offences,Dublin Region,2004
41.0,Dublin,Kidnapping and related offences,Dublin Region,2005
30.0,Dublin,Kidnapping and related offences,Dublin Region,2006
39.0,Dublin,Kidnapping and related offences,Dublin Region,2007
26.0,Dublin,Kidnapping and related offences,Dublin Region,2008
75.0,Dublin,Kidnapping and related offences,Dublin Region,2009
53.0,Dublin,Kidnapping and related offences,Dublin Region,2010
45.0,Dublin,Kidnapping and related offences,Dublin Region,2011
46.0,Dublin,Kidnapping and related offences,Dublin Region,2012
44.0,Dublin,Kidnapping and related offences,Dublin Region,2013
54.0,Dublin,Kidnapping and related offences,Dublin Region,2014
72.0,Dublin,Kidnapping and related offences,Dublin Region,2015
50.0,Dublin,Kidnapping and related offences,Dublin Region,2016
60.0,Dublin,Kidnapping and related offences,Dublin Region,2017
49.0,Dublin,Kidnapping and related offences,Dublin Region,2018
84.0,Dublin,Kidnapping and related offences,Dublin Region,2019
1.0,Donegal,False imprisonment,Donegal Garda Division,2003
2.0,Donegal,False imprisonment,Donegal Garda Division,2004
0.0,Donegal,False imprisonment,Donegal Garda Division,2005
3.0,Donegal,False imprisonment,Donegal Garda Division,2006
10.0,Donegal,False imprisonment,Donegal Garda Division,2007
5.0,Donegal,False imprisonment,Donegal Garda Division,2008
4.0,Donegal,False imprisonment,Donegal Garda Division,2009
2.0,Donegal,False imprisonment,Donegal Garda Division,2010
2.0,Donegal,False imprisonment,Donegal Garda Division,2011
2.0,Donegal,False imprisonment,Donegal Garda Division,2012
8.0,Donegal,False imprisonment,Donegal Garda Division,2013
1.0,Donegal,False imprisonment,Donegal Garda Division,2014
2.0,Donegal,False imprisonment,Donegal Garda Division,2015
2.0,Donegal,False imprisonment,Donegal Garda Division,2016
1.0,Donegal,False imprisonment,Donegal Garda Division,2017
3.0,Donegal,False imprisonment,Donegal Garda Division,2018
5.0,Donegal,False imprisonment,Donegal Garda Division,2019
4.0,Louth,False imprisonment,Louth  Garda Division,2003
1.0,Louth,False imprisonment,Louth  Garda Division,2004
3.0,Louth,False imprisonment,Louth  Garda Division,2005
6.0,Louth,False imprisonment,Louth  Garda Division,2006
5.0,Louth,False imprisonment,Louth  Garda Division,2007
3.0,Louth,False imprisonment,Louth  Garda Division,2008
1.0,Louth,False imprisonment,Louth  Garda Division,2009
6.0,Louth,False imprisonment,Louth  Garda Division,2010
6.0,Louth,False imprisonment,Louth  Garda Division,2011
2.0,Louth,False imprisonment,Louth  Garda Division,2012
1.0,Louth,False imprisonment,Louth  Garda Division,2013
2.0,Louth,False imprisonment,Louth  Garda Division,2014
5.0,Louth,False imprisonment,Louth  Garda Division,2015
6.0,Louth,False imprisonment,Louth  Garda Division,2016
6.0,Louth,False imprisonment,Louth  Garda Division,2017
6.0,Louth,False imprisonment,Louth  Garda Division,2018
8.0,Louth,False imprisonment,Louth  Garda Division,2019
4.0,Clare,False imprisonment,Clare Garda Division,2003
0.0,Clare,False imprisonment,Clare Garda Division,2004
1.0,Clare,False imprisonment,Clare Garda Division,2005
3.0,Clare,False imprisonment,Clare Garda Division,2006
2.0,Clare,False imprisonment,Clare Garda Division,2007
1.0,Clare,False imprisonment,Clare Garda Division,2008
0.0,Clare,False imprisonment,Clare Garda Division,2009
2.0,Clare,False imprisonment,Clare Garda Division,2010
1.0,Clare,False imprisonment,Clare Garda Division,2011
2.0,Clare,False imprisonment,Clare Garda Division,2012
0.0,Clare,False imprisonment,Clare Garda Division,2013
1.0,Clare,False imprisonment,Clare Garda Division,2014
1.0,Clare,False imprisonment,Clare Garda Division,2015
0.0,Clare,False imprisonment,Clare Garda Division,2016
0.0,Clare,False imprisonment,Clare Garda Division,2017
4.0,Clare,False imprisonment,Clare Garda Division,2018
6.0,Clare,False imprisonment,Clare Garda Division,2019
0.0,Mayo,False imprisonment,Mayo Garda Division,2003
0.0,Mayo,False imprisonment,Mayo Garda Division,2004
0.0,Mayo,False imprisonment,Mayo Garda Division,2005
1.0,Mayo,False imprisonment,Mayo Garda Division,2006
3.0,Mayo,False imprisonment,Mayo Garda Division,2007
1.0,Mayo,False imprisonment,Mayo Garda Division,2008
4.0,Mayo,False imprisonment,Mayo Garda Division,2009
6.0,Mayo,False imprisonment,Mayo Garda Division,2010
2.0,Mayo,False imprisonment,Mayo Garda Division,2011
0.0,Mayo,False imprisonment,Mayo Garda Division,2012
0.0,Mayo,False imprisonment,Mayo Garda Division,2013
0.0,Mayo,False imprisonment,Mayo Garda Division,2014
7.0,Mayo,False imprisonment,Mayo Garda Division,2015
0.0,Mayo,False imprisonment,Mayo Garda Division,2016
0.0,Mayo,False imprisonment,Mayo Garda Division,2017
1.0,Mayo,False imprisonment,Mayo Garda Division,2018
2.0,Mayo,False imprisonment,Mayo Garda Division,2019
3.0,Galway,False imprisonment,Galway Garda Division,2003
3.0,Galway,False imprisonment,Galway Garda Division,2004
3.0,Galway,False imprisonment,Galway Garda Division,2005
1.0,Galway,False imprisonment,Galway Garda Division,2006
1.0,Galway,False imprisonment,Galway Garda Division,2007
2.0,Galway,False imprisonment,Galway Garda Division,2008
2.0,Galway,False imprisonment,Galway Garda Division,2009
0.0,Galway,False imprisonment,Galway Garda Division,2010
2.0,Galway,False imprisonment,Galway Garda Division,2011
2.0,Galway,False imprisonment,Galway Garda Division,2012
2.0,Galway,False imprisonment,Galway Garda Division,2013
3.0,Galway,False imprisonment,Galway Garda Division,2014
4.0,Galway,False imprisonment,Galway Garda Division,2015
2.0,Galway,False imprisonment,Galway Garda Division,2016
4.0,Galway,False imprisonment,Galway Garda Division,2017
6.0,Galway,False imprisonment,Galway Garda Division,2018
10.0,Galway,False imprisonment,Galway Garda Division,2019
3.0,Cork,False imprisonment,Cork City Garda Division,2003
2.0,Cork,False imprisonment,Cork City Garda Division,2004
2.0,Cork,False imprisonment,Cork City Garda Division,2005
3.0,Cork,False imprisonment,Cork City Garda Division,2006
2.0,Cork,False imprisonment,Cork City Garda Division,2007
4.0,Cork,False imprisonment,Cork City Garda Division,2008
4.0,Cork,False imprisonment,Cork City Garda Division,2009
1.0,Cork,False imprisonment,Cork City Garda Division,2010
2.0,Cork,False imprisonment,Cork City Garda Division,2011
0.0,Cork,False imprisonment,Cork City Garda Division,2012
3.0,Cork,False imprisonment,Cork City Garda Division,2013
0.0,Cork,False imprisonment,Cork City Garda Division,2014
3.0,Cork,False imprisonment,Cork City Garda Division,2015
4.0,Cork,False imprisonment,Cork City Garda Division,2016
5.0,Cork,False imprisonment,Cork City Garda Division,2017
1.0,Cork,False imprisonment,Cork City Garda Division,2018
3.0,Cork,False imprisonment,Cork City Garda Division,2019
4.0,Cork,False imprisonment,Cork North Garda Division,2003
0.0,Cork,False imprisonment,Cork North Garda Division,2004
0.0,Cork,False imprisonment,Cork North Garda Division,2005
2.0,Cork,False imprisonment,Cork North Garda Division,2006
3.0,Cork,False imprisonment,Cork North Garda Division,2007
1.0,Cork,False imprisonment,Cork North Garda Division,2008
6.0,Cork,False imprisonment,Cork North Garda Division,2009
1.0,Cork,False imprisonment,Cork North Garda Division,2010
1.0,Cork,False imprisonment,Cork North Garda Division,2011
0.0,Cork,False imprisonment,Cork North Garda Division,2012
1.0,Cork,False imprisonment,Cork North Garda Division,2013
4.0,Cork,False imprisonment,Cork North Garda Division,2014
1.0,Cork,False imprisonment,Cork North Garda Division,2015
1.0,Cork,False imprisonment,Cork North Garda Division,2016
0.0,Cork,False imprisonment,Cork North Garda Division,2017
1.0,Cork,False imprisonment,Cork North Garda Division,2018
2.0,Cork,False imprisonment,Cork North Garda Division,2019
0.0,Cork,False imprisonment,Cork West Garda Division,2003
0.0,Cork,False imprisonment,Cork West Garda Division,2004
0.0,Cork,False imprisonment,Cork West Garda Division,2005
1.0,Cork,False imprisonment,Cork West Garda Division,2006
1.0,Cork,False imprisonment,Cork West Garda Division,2007
1.0,Cork,False imprisonment,Cork West Garda Division,2008
1.0,Cork,False imprisonment,Cork West Garda Division,2009
1.0,Cork,False imprisonment,Cork West Garda Division,2010
0.0,Cork,False imprisonment,Cork West Garda Division,2011
0.0,Cork,False imprisonment,Cork West Garda Division,2012
2.0,Cork,False imprisonment,Cork West Garda Division,2013
1.0,Cork,False imprisonment,Cork West Garda Division,2014
1.0,Cork,False imprisonment,Cork West Garda Division,2015
2.0,Cork,False imprisonment,Cork West Garda Division,2016
3.0,Cork,False imprisonment,Cork West Garda Division,2017
1.0,Cork,False imprisonment,Cork West Garda Division,2018
3.0,Cork,False imprisonment,Cork West Garda Division,2019
0.0,Kerry,False imprisonment,Kerry Garda Division,2003
3.0,Kerry,False imprisonment,Kerry Garda Division,2004
0.0,Kerry,False imprisonment,Kerry Garda Division,2005
